psoc_code,occupation_title
2651,portrait painter
2651,sculptor
2651,sketch artist
2651,visual artist
2651,canvass painter
2651,charcoal pinter
2651,face painter
2652,"musicians, singers and composers"
2652,band leader
2652,bassoonist
2652,drummer
2652,flutist
2652,guitarist
2652,instrumentalist
2652,keyboardist
2652,music arranger
2652,music composer
2652,music conductor
2652,musician
2652,nightclub musician
2652,nightclub singer
2652,orchestra conductor
2652,pianist
2652,saxophonist
2652,singer
2652,street musician
2652,street singer
2652,trumpeter
2652,violinist
2652,vocal group conductor
2652,band vocalist
2652,vocalist
2652,band musician
2653,dancers and choreographers
2653,ballet dancer
2653,belly dancer
2653,choreographer
2653,cultural dancer
2653,nightclub dancer
2653,professional dancer
2653,street dancer
2653,dancer
2654,"film, stage and related directors and producers"
2654,director of photography
2654,documentary director
2654,film editor
2654,motion picture director
2654,stage director
2654,technical television or radio director
2654,theater producer
2654,theatrical director
2654,film trailer editor
2654,media director
2655,actors
2655,dubber or voice actor
2655,mime artist
2655,motion picture actor/actress
2655,radio actor/actress
2655,stage actor/actress
2655,storyteller
2655,theater actor/actress
2655,actor/actress
2656,"announcers on radio, television and other media"
2656,"compere' (emcee, show host)"
2656,news anchor
2656,radio and television disc or video jockey
2656,radio announcer
2656,sports announcer
2656,television announcer
2659,creative and performing artists not elsewhere classified
2659,acrobat
2659,aerialist
2659,clown
2659,disc jockey (bar and clubs)
2659,hypnotist
2659,magician
2659,puppeteer
2659,stand-up comedian
2659,ventriloquist
2659,vlogger
2659,live streamer
3111,chemical and physical science technicians
3111,chemistry technician
3111,geology technician
3111,meteorology technician
3111,physics technician
3111,chemical technician
3112,civil engineering technicians
3112,building inspector
3112,building surveyor
3112,civil engineering technician
3112,clerk of works
3112,fire inspector
3112,fire prevention specialist
3112,geotechnical technician
3112,surveying technician
3112,project technician aid
3113,electrical engineering technicians
3113,electric power transmission engineering technician
3113,electric vehicle (ev) electrical service technician
3113,electric vehicle supply equipment (evse) installation technician
3113,electrical engineering technician
3113,gas turbine electrical system technician
3113,high voltage electrical engineering technician
3113,photovoltaic (pv) system installation technician
3113,photovoltaic (pv) system maintenance technician
3113,airconditioner technician
3113,electrical technician
3113,electrical gas turbine monitoring technician
3113,technician helper
3114,electronics engineering technician
3114,audio visual systems technician
3114,electronics and communication equipment technician
3114,electronics system technician
3114,electronic technician
3114,cellphone technician
3115,mechanical engineering technicians
3115,aeronautics engineering technician
3115,aircraft maintenance technician
3115,auto service technician
3115,boiler technician
3115,electric vehicle (ev) mechanical service technician
3115,elevator technician
3115,gas turbine mechanical system technician
3115,industrial machinery and tools technician
3115,maintenance technician
3115,marine engineering technician
3115,marine surveyor
3115,mechanical engineering estimator
3115,mechanical engineering technician
3115,power plant technician
3116,chemical engineering technicians
3116,chemical engineering estimator
3116,chemical engineering technician
3116,chemical laboratory technician
3116,petroleum engineering technician
3117,mining and metallurgical technicians
3117,extractive engineering technician
3117,metallurgical technician
3117,mine inspector
3117,mines safety inspector
3117,mining engineering technician
3117,oil and gas wells acidizer
3117,petroleum and natural gas extraction technician
3118,draftsmen
3118,draftsman
3118,"draftsman, architectural"
3118,"draftsman, cartographical"
3118,"draftsman, electrical"
3118,"draftsman, engineering/civil"
3118,"draftsman, hydrographic"
3118,"draftsman, lithographic"
3118,"draftsman, marine"
3118,"draftsman, mechanical"
3118,"draftsman, structural"
3118,technical illustrator
3119,physical and engineering science technicians not elsewhere classified
3119,electric vehicle (ev) test technician
3119,fire investigator
3119,forensic science technician
3119,health physics technician
3119,industrial efficiency engineering technician
3119,instrument technician
3119,motor vehicle inspection system (mvis) electric vehicle (ev) testing specialist
3119,production engineering technician
3119,quality control technician
3119,quantity surveying technician
3119,robotics technician
3119,test technician
3119,time and motion study technician
3119,pipeline test technician
3121,mining supervisors
3121,mine deputy
3121,mine foreman
3121,mine supervisor
3121,mine under-manager
3121,quarry supervisor
3121,mining supervisor
3122,manufacturing supervisors
3122,"area coordinator, manufacturing"
3122,assembly supervisor
3122,finishing supervisor
3122,production line leader
3122,"production supervisor, manufacturing"
3122,manufacturing production supervisor
3122,production team leader
3123,construction supervisors
3123,building construction supervisor
3123,construction foreman
3123,"site manager, construction"
3123,construction supervisor
3131,power production plant operators
3131,distribution control operator
3131,electric power plant operator
3131,generating station operator
3131,hydroelectric power plant operator
3131,nuclear power plant operator
3131,power system operator
3131,renewable energy plant operator
3131,solar power plant operator
3131,power production plant operator
3132,incinerator and water treatment plant operators
3132,incinerator operator
3132,liquid waste process operator
3132,pumping-station operator
3132,sewage plant operator
3132,wastewater operator
3132,water treatment plant operator
3133,chemical processing plant controllers
3133,chemical filtering and separating equipment operator
3133,chemical heat treating plant operator
3133,chemical process technician
3133,chemical still and reactor operator
3134,petroleum and natural gas refining plant operators
3134,gas plant operator
3134,paraffin plant operator
3134,petroleum and natural gas refining blender operator
3134,petroleum and natural gas refining still operator
3134,petroleum process operator
3134,refinery process technician
3135,metal production process controllers
3135,blast furnace operator
3135,casting metal machine operator
3135,central control caster
3135,metal melting furnace operator
3135,metal processing control operator
3135,rolling mill control operator
3135,metal production process controller
3139,process control technicians not elsewhere classified
3139,automated assembly line operator
3139,industrial robot controller
3139,paper and pulp panel board operator
3139,paper pulp refinery operator
3139,pulping control operator
3139,pulping technician
3141,life science technicians
3141,bacteriology technician
3141,biochemistry technician
3141,herbarium technician
3141,pharmacology technician
3141,serology technician
3141,tissue culture technician
3141,zoology technician
3141,life science technician
3142,agricultural technicians
3142,agronomy technician
3142,aquaculture technician
3142,dairy technician
3142,farm demonstrator
3142,field crop technician
3142,fishery technician
3142,herd tester
3142,horticultural technician
3142,orchard technician
3142,pest control technician
3142,plant propagation technician
3142,poultry technician
3142,prawn farm technician
3142,rice farm technician
3142,soil technician
3142,sugar farm technician
3143,forestry technicians
3143,forestry technician
3143,silviculture technician
3151,ship's engineer
3151,chief ship engineer
3151,marine technical superintendent
3151,ships' engineer
3152,ship's deck officers and pilots
3152,deck cadet
3152,inland waterways ship master
3152,marine deck superintendent
3152,sea ship captain
3152,sea ship master
3152,ship chief mate
3152,ship navigation officer
3152,ship pilot
3152,shipping operations officer
3152,yacht skipper
3153,aircraft pilots and related associate professionals
3153,aerial crop sprayer
3153,aircraft maintenance officer
3153,aircraft pilot
3153,astronaut
3153,flight engineer
3153,flight navigator
3153,flying instructor
3153,helicopter pilot
3154,air traffic controllers
3154,airways communicator
3154,control tower officer
3154,control tower radio operator
3154,flight control tower operator
3154,flight radio operator
3155,air traffic safety electronics technicians
3155,air traffic safety engineer
3155,air traffic safety technician
3155,airfield power technician
3155,ground signaling technician
3211,medical imaging and therapeutic equipment technicians
3211,cobalt machine technician
3211,computed tomography (ct) scan technologist
3211,diagnostic medical radiographer
3211,dialysis machine technician
3211,electrocardiographic equipment technician
3211,electroencephalographic equipment technician
3211,endoscopic microscopy technician
3211,mammographer
3211,medical radiation therapist
3211,medical scanning equipment technician
3211,medical ultrasound machine technician
3211,medical x-ray equipment technician
3211,nuclear medicine technologist
3211,radiographer
3211,radiology technician
3211,sonographer
3211,x-ray technician
3212,medical and pathology laboratory technicians
3212,biological laboratory technician
3212,biomedical technician
3212,blood-bank technician
3212,cytology technician
3212,medical laboratory technician
3212,pathology laboratory technician
3212,medical technologist
3213,pharmaceutical technicians and assistants
3213,dispensing technician
3213,pharmaceutical assistant
3213,pharmaceutical technician
3213,assistant pharmacist
3214,medical and dental prosthetic technicians
3214,dental mechanic
3214,denturist
3214,orthodontic technician
3214,orthopedic appliance maker
3214,orthotic technician
3214,orthotist
3214,prosthetic technician
3214,prosthetist
3214,dental prosthetist
3214,dental technician
3214,medical prosthetic technician
3221,nursing associate professionals
3221,assistant nurse
3221,associate professional nurse
3212,on call nurse
3222,midwifery associate professionals
3222,assistant midwife
3222,traditional midwife
3222,associate professional midwife
3230,traditional and complementary medicine associate professionals
3230,acupuncture technician
3230,ayurvedic technician
3230,bonesetter
3230,drugless treatment healer
3230,healer of indigenous people (e.g. mansi-bok (ibaloi); mansip-ok (kankana-ey) in cordilleras)
3230,herbalist
3230,homeopathy technician
3230,scraping and cupping therapist
3230,village healer
3230,witch doctor
3230,healer of indigenous people
3230,folk healer
3230,traditional healer
3240,veterinary technicians and assistants
3240,artificial inseminator
3240,veterinary assistant
3240,veterinary laboratory technician
3240,veterinary nurse
3240,veterinary vaccinator
3240,veterinary technician
3251,dental assistants and therapists
3251,dental assistant
3251,dental hygienist
3251,dental therapist
3252,medical records and health information technicians
3252,clinical coder
3252,contact tracer
3252,disease registry technician
3252,health information clerk
3252,medical records analyst
3252,medical records clerk
3252,medical records technician
3252,medical records unit supervisor
3253,community health workers
3253,community health aide
3253,community health promoter
3253,community health worker
3253,village health worker
3253,barangay health worker
3253,barangay nutrition scholar
3254,dispensing opticians
3254,contact lens optician
3254,contact lens technician
3254,optical technician
3254,dispensing optician
3255,physiotherapy technicians and assistants
3255,acupressure therapist
3255,electrotherapist
3255,hydrotherapist
3255,massage therapist
3255,physical rehabilitation technician
3255,physiotherapy assistant
3255,physiotherapy technician
3255,shiatsu therapist
3255,masssage therapist
3256,medical assistants
3256,clinical assistant
3256,medical assistant
3256,ophthalmic assistant
3257,environmental and occupational health inspectors and associates
3257,charging safety officer
3257,electric vehicle (ev) fleet and depot safety officer
3257,environmental sanitation inspector
3257,food sanitation and safety inspector
3257,health inspector
3257,occupational health and safety inspector
3257,pollution control associate
3257,pollution inspector
3257,product safety inspector
3257,safety and health inspector
3257,sanitarian
3257,sanitary inspector
3257,zoning inspector
3257,quality assurance
3257,environmental inspector
3257,sanitation inspector
3257,rural sanitary inspector
3258,ambulance workers
3258,ambulance officer
3258,ambulance paramedic
3258,emergency medical technician
3258,emergency paramedic
3258,medical emergency service personnel
3258,ambulance worker
3258,emergency responder
3258,emergency medical care
3259,health associate professionals not elsewhere classified
3259,anesthesia technician
3259,family planning counselor
3259,human immunodeficiency virus (hiv) counselor
3259,occupational therapy technician
3259,respiratory therapy technician
3259,laboratory director
3311,securities and finance dealers and brokers
3311,crypto currency trader
3311,foreign exchange broker
3311,foreign exchange dealer
3311,securities broker
3311,securities salesperson
3311,stocks and shares broker
3311,finance broker
3311,finance dealer
3311,securities dealer
3312,credit and loans officers
3312,credit analyst
3312,credit union officer
3312,loans officer
3312,mortgage officer
3312,credit and loans officer
3312,loan coordinator
3312,microfinance cardbank
3312,credit officer
3313,accounting associate professionals
3313,accounting assistant
3313,accounting officer
3313,accounting technician
3313,associate auditor
3313,audit assistant
3313,bank reconciliation assistant
3313,bookkeeper
3313,accounting analyst
3313,senior bookeeper
3313,freelance online bookeeper
3313,accounting associate
3314,"statistical, mathematical and related associate professionals"
3314,actuarial assistant
3314,mathematical assistant
3314,statistical assistant
3315,valuers and loss assessors
3315,appraiser
3315,claims assessor
3315,claims inspector
3315,insurance assessor
3315,jewelry appraiser
3315,real estate appraiser
3315,valuer
3315,assesor
3315,bank appraiser
3315,assesor afficer
3315,local assesment and operation approve
3321,insurance representatives
3321,assistant underwriter
3321,insurance adviser
3321,insurance agent
3321,insurance broker
3321,insurance dealer
3321,insurance underwriter
3321,insurance staff broker
3321,insurance representative
3321,life insurance agent
3321,life insurance consultant
3322,commercial sales representatives
3322,after-sale service adviser
3322,canvasser
3322,commercial sales agent
3322,commercial traveler
3322,franchise relation officer
3322,manufacturing sales agent
3322,manufacturing sales consultant
3322,commercial sales representative
3322,sales representative
3322,commercial good agent
3322,memorial sales representative
3322,car dealers
3323,buyers
3323,procurement officer
3323,purchasing agent
3323,purchasing merchandiser
3323,purchasing officer
3323,procurement clerk
3323,purchaser
3323,acquisition officer
3324,trade brokers
3324,commodities broker
3324,commodity futures dealer
3324,shipping broker
3324,trade broker
3324,custom broker
3331,clearing and forwarding agents
3331,shipping agent
3331,logistic agent
3331,logistic clerk
3332,events manager
3332,conference and event planners
3332,conference and event organizer
3332,conference planner
3332,events coordinator
3332,wedding planner
3332,conference and event planner
3332,event organizer
3332,on-call event organizer
3332,event host
3333,employment agents and contractors
3333,employment agent
3333,job placement officer
3333,labor contractor
3334,real estate agents and property managers
3334,boarding house owner
3334,apartment owner
3334,space rental owner
3334,property manager
3334,real estate broker
3334,real estate salesperson
3334,realtor
3334,real estate agent
3334,real estate specialist
3334,property sales person
3334,lessor
3334,real estate manager
3334,property specialist
3334,leasing manager
3339,business services agents not elsewhere classified
3339,advertising salesperson
3339,auctioneer
3339,business services salesperson
3339,literary agent
3339,musical performance agent
3339,sports agent
3339,theatrical agent
3339,tour operator
3339,literacy agent
3341,office supervisors
3341,clerical supervisor
3341,data entry supervisor
3341,filing clerks supervisor
3341,personnel clerks supervisor
3341,office supervisor
3341,system planning supervisor
3341,admin supervisor
3341,human resource supervisor
3341,administrative supervisor
3342,legal secretaries
3342,legal practice manager
3342,legal secretary
3342,law firm secretary
3343,administrative and executive secretaries
3343,administrative assistant
3343,administrative secretary
3343,committee secretary
3343,correspondence assistant
3343,court reporter
3343,executive assistant
3343,executive secretary
3343,personal assistant
3344,medical secretaries
3344,dental secretary
3344,hospital ward secretary
3344,medical insurance billing secretary
3344,medical office administrative assistant
3344,medical practice manager
3344,medical secretary
3344,medical stenographer
3344,medical transcriptionist
3344,pathology secretary
3344,patient care secretary
3351,customs and border inspectors
3351,border inspector
3351,customs inspector
3351,customs officer
3351,immigration officer
3351,passport checking officer
3352,government tax and excise officials
3352,excise officer
3352,tax collector
3352,tax examiner
3352,tax officer
3352,taxation inspector
3352,tax mapper
3353,government social benefits officials
3353,pensions officer
3353,social benefits officer
3353,social insurance officer
3353,social security claims officer
3354,government licensing officials
3354,building permit licensing officer
3354,business permit licensing officer
3354,licensing officer
3354,passport issuing officer
3354,licensing inspector
3355,police inspectors and detectives
3355,police detective
3355,police inquiry agent
3355,police inspector
3355,police intelligence agent
3355,police investigator
3359,government regulatory associate professionals not elsewhere classified
3359,agricultural inspector
3359,fisheries inspector
3359,forest concession guard
3359,forestry inspector
3359,land management inspector
3359,market inspector
3359,prices inspector
3359,public services inspector
3359,wage inspector
3359,weights and measures inspector
3411,legal and related associate professionals
3411,bailiff
3411,clerk of court/judge/law
3411,court clerk
3411,judge's clerk
3411,justice of the peace
3411,law clerk
3411,legal assistant
3411,paralegal
3411,private detective
3411,private investigator
3411,title searcher
3411,conveyancing clerk
3411,private inquiry agent
3411,court decongestion officer
3411,court legal officer
3412,social work associate professionals
3412,daycare worker
3412,barangay affairs worker
3412,community development worker
3412,community service worker
3412,crisis intervention worker
3412,culture center worker assistant
3412,disability services officer
3412,family service worker
3412,life skills instructor
3412,mental health support worker
3412,outreach project worker
3412,relief and rehabilitation worker
3412,social welfare aide
3412,social welfare assistant
3412,welfare support worker
3412,welfare worker
3412,women's shelter supervisor
3412,youth development assistant
3412,youth services worker
3412,associate professional social worker
3413,religious associate professionals
3413,catechist
3413,faith healer
3413,lay evangelist
3413,lay minister
3413,lay preacher
3413,monk
3413,nun
3413,parish workers
3413,religious workers
3413,"tribal ritualists (e.g. mambunong, mumbaki, mabaki, mensapo and anituwan in cordilleras)"
3413,church worker
3413,religious teacher
3413,church coordinator ministry
3421,athletes and sports players
3421,"athletes, all sports"
3421,bicycle racer
3421,jockey
3421,basketball player
3422,"sports coaches, instructors and officials"
3422,referee
3422,sports coach
3422,sports instructor
3422,sports official
3422,sports trainer
3422,teakwando instructor
3422,basketball coach
3422,tennis instructor
3422,swimming instructor
3422,volleyball coach
3422,boxing trainer
3423,fitness and recreation instructors and program leaders
3423,aerobics instructor
3423,fitness instructor
3423,horse riding instructor
3423,outdoor adventure guide
3423,personal trainer
3423,pilates instructor
3423,sailing instructor
3423,underwater diving instructor
3423,zumba instructor
3423,gym instructor
3424,e-sports players and coaches
3424,esport coaches
3424,esport players
3431,photographers
3431,aerial photographer
3431,commercial photographer
3431,industrial photographer
3431,news photographer
3431,photojournalist
3431,portrait photographer
3431,scientific photographer
3431,photo journalist
3431,photographer
3431,freelance photographer
3432,interior designers and decorators
3432,building designer and decorator
3432,display decorator
3432,display designer
3432,interior decorator
3432,interior designer
3432,set designer
3432,visual merchandiser
3432,window dresser
3433,"gallery, museum and library technicians"
3433,curatorial technician
3433,gallery technician
3433,library technician
3433,museum technician
3433,taxidermist
3434,chefs
3434,executive chef
3434,head chef
3434,pastry chef
3434,saucier
3434,sous-chef
3434,chef
3434,assistant chef
3435,artistic and cultural associate professional not elsewhere classified
3435,body artist
3435,broadcasting floor manager
3435,broadcasting program coordinator
3435,broadcasting property master
3435,extra
3435,lighting technician
3435,prompter
3435,special effects technician
3435,stage manager
3435,stage technician
3435,stunt artist
3435,stunt coordinator
3435,tattoo artist
3435,theater technician
3435,theatrical dresser
3435,walker-on
3511,information and communications technology operations technicians
3511,computer aided design (cad) operator
3511,computer maintenance specialist
3511,computer maintenance technologist
3511,computer operator
3511,computer peripheral equipment operator
3511,electronic data processing operator
3511,high-speed computer printer operator
3511,information technology technician
3511,information technician
3511,computer specialist maintenance
3511,information and technology specialist
3511,technical suppport
3511,information technologist
3511,information technology personnel
3512,information and communications technology user support technicians
3512,computer database assistant
3512,computer engineering assistant
3512,computer help desk operator
3512,computer programming assistant
3512,computer systems analysis assistant
3512,electronic data processing assistant
3512,ict communications assistant
3511,information technology support
3513,computer network and systems technicians
3513,computer network technician
3513,network support technician
3513,computer technician
3514,web technicians
3514,webmaster
3514,website administrator
3514,website technician
3514,web technician
3514,website analyst
3521,broadcasting and audio-visual technicians
3521,audiovisual operator
3521,broadcasting equipment operator
3521,broadcasting technician
3521,camera control unit technician
3521,camera operator
3521,cctv operator
3521,cinema projectionist
3521,media production assistant
3521,motion picture camera operator
3521,radio broadcasting equipment operator
3521,radio communication technician
3521,radio operator
3521,radio production technician
3521,sound technician
3521,transmitting equipment operator
3521,tv broadcasting equipment operator
3521,video camera operator
3521,video camera technician
3521,film camera operator
3521,video technician
3522,telecommunications engineering technicians
3522,satellite communication engineering technician
3522,telecommunications engineering technician
3522,telephone engineering technician
4110,general office clerks
4110,document receiving clerk
4110,laboratory office clerk
4110,livelihood office clerk
4110,office clerk
4110,office maintenance clerk
4110,office record clerk
4110,office records filing clerk
4110,registrar clerk
4110,admin clerk
4110,administrative clerk
4110,admin officer
4110,administrative officer
4110,administrative aide
4110,administrative staff
4110,admin staff
4110,admin aide
4110,staff clerk
4110,clerk
4110,records clerk
4110,site clerk
4110,general office staff
4110,election clerk
4110,record keeper clerk
4110,office staff
4120,secretaries (general)
4120,marketing secretary
4120,office secretary
4120,parish secretary
4120,sales secretary
4120,secretary
4120,typing secretary
4120,word processing secretary
4120,secretary (general)
4120,assistant secretary
4120,secretary of lupon
4120,congresmen secretary
4131,typists and word processing operators
4131,shorthand typist
4131,stenographer
4131,typing stenographer
4131,typist
4131,word processing clerk
4131,word processor
4131,building permit processor
4131,lgu process server
4132,data entry clerks
4132,computer clerk
4132,computer data encoder
4132,data encoder
4132,data encoder clerk
4132,data entry operator
4132,data input clerk
4132,encoder clerk
4132,payment entry clerk
4132,data entry clerk
4132,filing clerk
4132,office encoder
4132,medical coder
4132,freelance data entry
4132,computer operator encoder
4132,registration clerk
4132,data clerk
4132,online encoder
4211,bank tellers and related clerks
4211,bank cashier
4211,bank clerk
4211,bank teller
4211,money changer
4211,post office counter clerk
4211,stl bet collector
4211,card bank encoder
4211,lending company clerk
4211,online banker
4211,senior bank teller
4212,"bookmakers, croupiers/dealers and related gaming workers"
4212,bet collector
4212,bookmaker
4212,card dealer
4212,croupier
4212,gaming dealer
421,axi gamer
4212,gambling activities
4212,casino dealer
4212,cockfight attendant
4212,cockfight handler
4212,gaming worker
4212,jueteng collector
4212,lottery helper
4212,carnival worker
4212,lottery collector
4212,sertres agent
4212,toms world gaming assistant
4213,pawnbrokers and money lenders
4213,loan clerk
4213,loan processor
4213,money lender
4213,palawan teller
4213,pawnshop teller
4213,pawnbroker
4213,loan officer
4214,debt collectors and related workers
4214,bill and account collector
4214,charity collector
4214,credit collection clerk
4214,credit collector
4214,debt collector
4214,lending collector
4214,payment collection agent
4214,rent collector
4214,bill courier
4214,bless collector
4214,revenue collection clerk
4214,rider collector
4214,billing clerk
4221,travel consultants and clerks
4221,airline ticket agent
4221,check-in attendant
4221,tourism information clerk
4221,tourism information counselor
4221,travel agency clerk
4221,travel agent
4221,travel clerk
4221,travel consultant
4221,travel counselor
4221,travel desk clerk
4221,travel ticket issuing clerk
4222,contact center information clerks
4222,call center agent
4222,call center assistant
4222,call center representative
4222,chat support agent
4222,chat support representatives
4222,customer contact center information clerk
4222,customer service call center assistant
4222,customer service call center associate
4222,customer service representative
4222,telephone service representative
4222,contact center information clerk
4222,virtual assistant
4222,accenture virtual assistant
4222,call center clerk
4222,call center information
4222,contact center information
4222,contact center clerk
4222,information desk
4222,technical chat support
4223,telephone switchboard operators
4223,answering service operator
4223,communication telephone operator
4223,telephone operator
4223,telephone switchboard operator
4224,hotel receptionists
4224,hotel front desk clerk
4224,hotel receptionist
4225,inquiry clerk
4225,counter inquiries clerk
4225,information clerk
4225,reservation inquiries clerk
4225,concierge
4225,inforrmation front desk clerk
4225,rescue clerk
4226,receptionists (general)
4226,medical office receptionist
4226,medical receptionist
4226,receptionist
4226,building receptionist
4227,survey and market research interviewers
4227,data enumerator clerk
4227,enumerator
4227,enumerator clerk
4227,market research interviewer
4227,public opinion interviewer
4227,survey interviewer
4227,statistical research
4227,data gatherer
4229,client information workers not elsewhere classified
4229,admissions clerk
4229,eligibility interviewer
4229,eligibility specialist
4229,hospital admissions clerk
4229,client specialist
4229,clinic clerk
4229,confidential informant
4311,accounting and bookkeeping clerks
4311,account-information clerk
4311,accounting clerk
4311,accounting sales clerk
4311,accounting staff
4311,bookkeeping clerk
4311,cost computing clerk
4311,accounts clerk
4311,municipal bookeeper
4311,bookeeper
4311,barangay record keeper
4312,"statistical, finance and insurance clerks"
4312,actuarial clerk
4312,brokerage clerk
4312,finance clerk
4312,insurance clerk
4312,mortgage clerk
4312,securities clerk
4312,statistical clerk
4312,statistician aide
4312,tax clerk
4312,treasury clerk
4312,finance officer
4312,company finance staff
4312,junior micro finance
4313,payroll clerks
4313,payroll and timekeeping specialist
4313,payroll clerk
4313,wages clerk
4313,payroll associate
4313,payroll encoder
4321,stock clerks
4321,cargo clerk
4321,demurrage clerk
4321,freight clerk
4321,inventory clerk
4321,stock checker clerk
4321,stock controller clerk
4321,stock custodian
4321,stock dispatch clerk
4321,storekeeper clerk
4321,storeroom clerk
4321,supply checker clerk
4321,warehouse checker
4321,warehouse clerk
4321,warehouse dispatcher
4321,warehouse man
4321,weighing clerk
4321,checker monitor
4321,garments stock man
4321,parts counterman
4321,sorting clerk
4321,stockman
4321,stocks clerk
4321,supply officer
4321,warehouse staff
4321,weighting clerk
4322,production clerks
4322,material control and handling clerk
4322,materials order clerk
4322,materials processing and control clerk
4322,materials schedule clerk
4322,production clerk
4322,production assistant
4322,production crew
4323,transport clerks
4323,aircraft clerical dispatcher
4323,incoming-freight clerk
4323,ship boarding clerical inspector
4323,train clerical dispatcher
4323,transport service clerical controller
4323,transport service clerical dispatcher
4323,dispacher
4323,cargo checker
4323,seaport checker
4411,library clerks
4411,librarian aide
4411,library assistant
4411,library clerk
4411,library filer
4412,mail carriers and sorting clerks
4412,mail clerk
4412,mail courier
4412,mail dispatch clerk
4412,mail messenger
4412,mail sorting clerk
4412,post carrier
4412,postal clerk
4412,postman
4412,mail carrier
4412,postman/woman
4413,"coding, proof-reading and related clerks"
4413,coding clerk
4413,proofreading clerk
4414,scribes and related workers
4414,scribe
4415,filing and copying clerks
4415,copying clerk
4415,comelec staff
4415,filing and copying clerk
4415,photocopying clerk
4416,personnel clerk
4416,employee benefits service clerk
4416,employee data management clerk
4416,employment clerk
4416,human resource assistant
4416,human resource clerk
4416,recruitment clerk
4416,human resource coordinator
4419,clerical support workers not elsewhere classified
4419,advertising clerk
4419,correspondence clerk
4419,directory compiler
4419,press clipper
4419,publication clerk
4419,assistant production
4419,clerical support worker
4419,facilitator
4419,social media moderator
5111,travel attendants and travel stewards
5111,aircraft cabin attendant
5111,airline steward
5111,cabin attendant
5111,flight attendant
5111,flight steward
5111,ship's steward
5111,travel attendant
5112,transport conductors
5112,bus conductor
5112,cable car conductor
5112,jeepney conductor
5112,passenger car conductor
5112,public transport ticket inspector
5112,train conductor
5113,travel guides
5113,art gallery guide
5113,mountaineering guide
5113,museum guide
5113,recreational attendant
5113,sightseeing guide
5113,tour escort
5113,tourist guide
5113,tour guide
5120,cooks
5120,head cook
5120,preserving cook
5120,private service cook
5120,shipcook
5120,cook
5120,catering cook
5120,cook helper
5120,line cook
5120,on call cook
5120,restaurant cook
5120,school canteen cook
5131,waiters
5131,back waiter
5131,food attendant
5131,food server
5131,general waiter
5131,sommelier
5131,waitress
5131,waiter
5131,bar server
5131,canteen helper
5131,canteen server
5131,restaurant waiter
5131,food caterer
5131,service crew
5131,food service crew
5131,pantry server
5131,restaurant waitress
5132,bartenders
5132,barista
5132,barkeeper
5132,barmaid
5132,bartender
5141,hairdressers
5141,barber
5141,hair care specialist
5141,hair beautician
5141,hair colorist
5141,hair preparer
5141,hairstylist
5141,assistant hairdresser
5141,haircutter
5141,hairdresser
5141,hair braider
5141,hair rebonding
5142,beauticians and related workers
5142,assistant beautician
5142,bath attendant
5142,beautician
5142,beauty consultant
5142,cosmetologist
5142,make-up artist
5142,manicurist
5142,mortuary beautician
5142,nail technician
5142,pedicurist
5142,slimming consultant
5142,massage services
5142,parlor helper
5142,facial spa worker
5151,"cleaning and housekeeping supervisors in offices, hotels and other"
5151,cleaning supervisor
5151,hospital housekeeper
5151,hotel housekeeper
5151,hotel housekeeping attendant
5151,housekeeping matron
5151,housekeeping supervisor
5151,hotel caretaker
5151,hotel cleaning and housekeeping supervisor
5151,utility cleaner
5152,household service providers
5152,bed and breakfast operator
5152,butler
5152,domestic housekeeper
5152,house steward
5152,housekeeper
5153,caretaker
5153,building concierge
5153,dorm caretaker
5153,lighthouse keeper
5153,property caretaker
5153,resort caretaker
5153,skilled janitor
5153,building maintenance
5153,building caretaker and maintenance
5153,building caretaker
5153,boarding house caretaker
5153,beach resort caretaker
5153,cemetery caretaker
5153,house caretaker
5153,lodge caretaker
5153,lot caretaker
5153,public school caretaker
5153,tower caretaker
5161,"astrologers, fortune-tellers and related workers"
5161,astrologer
5161,feng shui master
5161,fortune teller
5161,numerologist
5161,palmist
5161,paranormal expert
5161,psychic reader
5161,tarot reader
5162,companions and valets
5162,chaperon
5162,companion
5162,personal maid
5162,resident care companion
5162,valet
5163,undertakers and embalmers
5163,cremator
5163,funeral undertaker
5163,grave digger
5163,sepulturero
5163,embalmers
5163,funeral attendant
5164,pet groomers and animal care workers
5164,animal attendant
5164,animal keeper
5164,animal trainer
5164,dog breeder
5164,dog trainer
5164,horse breaker
5164,veterinary aide
5164,zookeeper
5164,pet shop owner
5164,pet groomer
5165,driving instructors
5165,driving instructor
5165,motorcycle driving instructor
5169,personal services workers not elsewhere classified
5169,club hostess
5169,dancing partner
5169,escort
5169,hostess
5169,social escort
5169,usher
5169,usherette
5211,stall and market salespersons
5211,slippers stall vendor
5211,mais market vendor
5211,accesories stall vendor
5211,mais stall vendor
5211,cooked seafood stall vendor
5211,pastil stall vendor
5211,wagwag stall vendor
5211,fresh seafood stall vendor
5211,fresh seafood market vendor
5211,fresh siomai stall vendor
5211,salt market vendor
5211,almusal stall vendor
5211,underwear stall vendor
5211,construction tool stall vendor
5211,daing stall vendor
5211,dry goods stall vendor
5211,fresh chicken market vendor
5211,flower stall vendor
5211,mango market vendor
5211,banana market vendor
5211,dried fish stall vendor
5211,banana stall vendor
5211,beverages and refreshment vendor
5211,mango stall vendor
5211,children clothing stall vendor
5211,fresh chicken stall vendor
5211,burger stall vendor
